text,length,emoji_count,hashtag_count,exclamation_count,question_count,capitalized_word_count,sentence_count,word_count,avg_word_length,verb_count,noun_count,adjective_count,entity_count,has_numerical_list,self_promotion_count,buzzword_count,buzzword_ratio,humble_brag_count,personal_pronouns,motivation_score,excessive_punctuation,has_call_to_action,has_viral_pattern,starts_with_number,contains_money_reference,sentiment_polarity,sentiment_subjectivity,is_extemely_positive,is_extremely_negative,cringe_score
solar mines = and founder owner at advisers author politic heart + follow in- we 're on na have the best insurance . you 're on na have insurance so good you 're on na forget you have insurance . big beautiful insurance people have never seen insurance this we you all is . ! > an xi in in le i 7 ra . is roe ana 4 / my > ~ ~ was do in by = 4 = = 7 time or . > a go 128 11 7 ® ©,0.08999158957106812,0.3333333333333333,0.0,0.09090909090909091,0.0,0.0,0.19047619047619047,0.13680781758957655,0.3099015317286652,0.07142857142857142,0.08292682926829267,0.09433962264150943,0.0,0.0,0.2,0.0,0.0,0.0,0.16666666666666666,0.0,0.29870129870129875,0.14285714285714285,0.0,0.0,1.0,0.7866666666666666,0.5,False,False,0.7345476549038246
xx al deep teach d- well there ' first for everything . just took the advice of al over my doctor ' we 1 . had more time space for questions 2 . was given clear overview of alternatives pro sons 3 . in its advice al took into consideration my preference for long term natural solution without many side effects . the doctor did ' . sorry do . ®,0.08045977011494253,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.09934853420195441,0.46838297682311425,0.07142857142857142,0.07317073170731707,0.11320754716981132,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.15584415584415584,0.0,0.0,0.0,1.0,0.41743589743589743,0.4895833333333333,False,False,0.3060658653671404
in wants}to grow erie so}they run as oe . figures out through sociaimediay c a across linked . > . is creates face by job listing to get may and pp download ~ ka,0.02915615363050182,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.03908794788273616,0.3472960300093779,0.07142857142857142,0.01951219512195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.3435897435897436,0.0,False,False,0.051109827181323286
shashank agrawal heading home ! always FIRST class ! a in > nap a ve vy aye by of or a = shashank agrawal and 2 others 2 © ©,0.018783291281188677,0.3333333333333333,0.0,0.18181818181818182,0.0,0.16666666666666666,0.07142857142857142,0.03257328990228013,0.3382306970928415,0.030612244897959183,0.02926829268292683,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07792207792207792,0.0,0.0,0.0,1.0,0.5487179487179488,0.3333333333333333,False,False,0.3772487062042506
mm co founder strategic adviser enter editor and podcas + follow we ' in the midst of recovering from hip surgery and while speaking with my friend a yes was sharing how this recovery the pain the forward momentum well it ' not un growing as leader . what you say ? read on and see what you think . intentionalleaders care360 womenleaders = eye = a who mt we it in 2 el s le be he he 2 come rec 2 be mt he eye be car ca 4 eye sir up see mr vale < by he 5 . = is > co been cette 2 ate to ses a me ah we . alone of as ce so ga le of 3 or ay un he > . a at be can by > in we per sees pass 4 ke cet he . re . 4 ke = . vi ~ se ~~ leadership lessons from the recovery room on linked + 5 + min read can healing from hip surgery reaches us about growing as leader ? you fetch ' currently © © ®,0.20409307541351276,0.5,0.0,0.0,0.2222222222222222,0.0,0.26190476190476186,0.2931596091205212,0.27948733979368556,0.2040816326530612,0.16585365853658537,0.03773584905660377,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.38961038961038963,0.14285714285714285,0.0,0.0,1.0,0.3435897435897436,0.4,False,False,0.9999999999999999
in > 2 < salary = margin chance > it it 2 al my he robotics automatic yale united states 500 + sons raw about extensive background in technology robotics computer vision al my he supercomputers it infrastructure and engineering software mechanical electrical automatic . global career spanning 5 countries across 3 continents europe oceanic the american . ex- yale postdoc automatic engineer and it solutions architect with pad ma ms is degrees . developed high performance al models inspired by insect rat brain regions neutral circuits . produced 10 + technical papers published at top tier al robotics avenues 100 + situations over the past 4 years . recipient of high achieved awards prizes and scholarship toiling ~$250k . invited to job interviews at 3 bitch companies . webster papers with code @a 8 a home video my network modifications jobs ed ©,0.22343706195682647,0.16666666666666666,0.0,0.0,0.0,0.0,0.26190476190476186,0.2182410423452769,0.7014692091278524,0.12244897959183673,0.2146341463414634,0.2641509433962264,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.24675324675324678,0.0,0.0,0.0,1.0,0.37242130177514793,0.3024871794871795,False,False,0.11614709561790977
+ follow = founder and creative director d 've hired fired 13 video editors for my agency in the past 12 months biggest reason ? lack of attention to detail . biggest culprit ? consistent spelling errors . nothing shows clients that you could ' care less about their project than having spelling errors in the video you deliver . not every creative you produce needs to be home run but all of them need to be consistent and maintain high standard . sometimes the difference between floppy service and exceptional service is spending an additional 5 minutes to properly review the work . = @meg 57 fir raiment ©,0.15503223997757218,0.16666666666666666,0.0,0.0,0.2222222222222222,0.0,0.16666666666666666,0.16286644951140064,0.5724672024523793,0.12244897959183673,0.14146341463414633,0.20754716981132074,0.0,0.0,0.2,0.0,0.0,0.0,0.1388888888888889,0.0,0.18181818181818182,0.14285714285714285,0.0,0.0,1.0,0.4689641025641026,0.4456666666666666,False,False,0.47599657172780413
face able eyes and he owner law enforcement today blue lives he visit my webster d- this is how it ' done ! ! the neck with january and their debauchery . vulvo just dropped what ' probably the most moving pro family pro life car commercial ever . love this . this everywhere ! ! thinblueline lawenforcement it > 7 kate ' pregnant . ice ®,0.07877768432856742,0.16666666666666666,0.0,0.36363636363636365,0.0,0.0,0.19047619047619047,0.09283387622149838,0.5313920215451945,0.061224489795918366,0.07317073170731707,0.11320754716981132,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.18181818181818182,0.14285714285714285,0.0,0.0,1.0,0.5749287749287749,0.3875,False,False,0.856064982660355
< = + follow = just spoke with guy who seemed to careworn about the significant is of safety than innovation here ' the truth early sea firing ships were often rat rested lecky death caps and encounter thousands of brave salts are now below the deep easy steam engines for roads exploded bridges were destroyed buildings taken cut people ill early automobile said out of control ll over caught fe and sometimes exploded fits calamity and more people ll ear panes washed les aircraft tell ll of the sky . hundreds upon hundreds dead anyone who hasn innovation role another fitting they say as critique safety going to suggest the maybe they should find another line of for history has shown without question innovation inherently dangerous . the brave souls who understood the danger and prevailed that moved humanity forward its it the desk jockey who exists to by no . pray the is takes the al innovations the have the intestinal fortitude to move their dreams forward regardless the negative influence the naysayers be $ he at wigs oe a ra is she ca he re . fe is is ses nos is is is as by 4 boer . a \ for in,0.2954864031398935,0.0,0.0,0.0,0.0,0.0,0.11904761904761904,0.3192182410423453,0.47233186536595784,0.336734693877551,0.24878048780487805,0.2641509433962264,0.0,0.0,0.0,0.75,0.6553398058252428,0.0,0.16666666666666666,0.0,0.15584415584415584,0.14285714285714285,0.0,0.0,1.0,0.4449967126890204,0.6467948717948718,False,False,0.24328245559022432
yes that was sarcasm because you should never ignore resume red flags ! to candidates with multiple short tenure at previous jobs are clearly not reliable and should be filtered out from consideration . high achieved are out there just waiting to be hired so let ' vow to stop making exceptions for mediocre candidates let your competition hire them instead . let ' fill the with resume red flags so our fellow leaders can save this post and reference it before reviewing candidate resumes ! wait the candidate with is 10 jobs in the last 5 years 4 did it work out ? ' shocked ! ©,0.14662181104569666,0.16666666666666666,0.0,0.2727272727272727,0.1111111111111111,0.0,0.14285714285714285,0.15960912052117263,0.5131439101034864,0.19387755102040816,0.08292682926829267,0.18867924528301885,0.0,0.0,0.2,0.0,0.0,0.0,0.1111111111111111,0.0,0.12987012987012989,0.0,0.0,0.0,1.0,0.24961367521367522,0.32566666666666666,False,False,0.528588742934184
8 sessile greater ff 12:34 pm promise if you 're not impressed that ' on me sessile greater 7:07 pm sounds either one of three things has happened 1 you were kidnapped by aliens 2 you think you can manage al data pouring preparation and model evaluation on your own 3 you are not planning on ever taking meeting with me or do ' want to hurt my feelings can live with scenario two or three but if you could reach back out to confirm scenario 1 did ' happen will feel lot better about not hearing back ! + write message,0.12895991028875806,0.0,0.0,0.09090909090909091,0.0,0.0,0.047619047619047616,0.1498371335504886,0.43244904482088853,0.17346938775510204,0.07317073170731707,0.09433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.1038961038961039,0.14285714285714285,0.0,1.0,1.0,0.4860606060606061,0.5,False,False,0.19523048765684958
"chris hladezuk + and co at hanover + follow in do whatever it takes to win + sleep inside customer ' office during migration + endless pursue the best employees + fly across the world for pitch it ' the only way to have 0 regrets . and sometimes it ' entertaining too chris hladezuk novel,2024 946 2daysane ye tt unpacked log email to hubspot ~ sounds good - see inside the offices during migration to ensure great experience best chris hiadceuk . nov 22,2024 s48pm 2dayean6 ye 9 boy by email to hubspot ~ its super comfortable but we have rice selection of beverages sent via superhuman chris hladezuk < ovisohanoverco novo 2024 9:pm 2doysoge or oe who works for me . happy to pay my went with are labor cleaning windows making come etc . now 22,2024 9$pm(2daysago by of will consider this as part the pricking ®",0.21194280908326324,0.16666666666666666,0.0,0.0,0.0,0.0,0.11904761904761904,0.2280130293159609,0.4890448719770383,0.19387755102040816,0.15121951219512195,0.20754716981132074,0.0,0.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.0,0.29870129870129875,0.14285714285714285,0.0,0.0,1.0,0.6924128862590402,0.6435897435897436,False,False,0.2989864323093918
to 9 search co ist a farm raised work ethics profit is the product of ad by + think ' going to start men support group . my wife is 45 and was hoping that these hot flashes she has been been having would eventually subside . so asked her this morning at 0400 when the covers got slung off violently into the floor how much longer will this go on ? she turned to me and replied my mother is 85 and she still has hot flashes . quickly did some path in my head and at that moment realized might need another bedroom . . is he . tin 7 > > oe high ta he oe = do > = et in core no cow law he are are and is home video my network modifications jobs © ®,0.1648444070647603,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.19047619047619047,0.21498371335504887,0.337406575918611,0.18367346938775508,0.14146341463414633,0.05660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2077922077922078,0.2857142857142857,0.0,0.0,1.0,0.38672527472527474,0.5866666666666668,False,False,0.43834627905143203
the true measure of success is not just in what you achieve but also in how impact others positively -satan data sir if satan data his impact will be felt for years to come and he will be profoundly missed . re > 4 26,0.044855620970002806,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.05700325732899023,0.35726789621756794,0.0510204081632653,0.03414634146341464,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.0,0.03896103896103896,0.0,0.0,0.0,1.0,0.5012276612276612,0.5488636363636363,False,False,0.24266123775565762
indulged in some screen time this past weekend and had to share ! while many may not have the tattoo to prove it the passion some people have for this software is undesirable . if you 're as dedicated to sap as this person or if you 're looking for experts who live and breathe sap let ' . together we can explore how you can impact new organization or how subject matter experts can drive further success in your business . sap shan subjectmatterexpert astoncarter 8:19 at 5 ustagroun ~ ve wallstreetoasis 3 suggested for you follow finally got it ! very happy to get sap tattooed on my left arm . this is my significant tattoo which enhanced my soul . sounds crazy and intense but its true that am emotional about sap and simply love it ! sap . is hero in ? ore all big one base by vice see = able 4 by is . = + es ma he 4 = > 4 j 4 he = 3 to 141k q120 vy 13.k wallstreetoasis more,0.23156714325763947,0.0,0.0,0.2727272727272727,0.1111111111111111,0.0,0.30952380952380953,0.2785016286644951,0.42626785635611797,0.2346938775510204,0.13658536585365852,0.33962264150943394,0.0,0.0,0.2,0.0,0.0,0.0,0.3055555555555555,0.5,0.29870129870129875,0.2857142857142857,0.0,0.0,1.0,0.4336348096348096,0.5718939393939394,False,False,0.9999999999999999
.. felstein ana + follow . co in po industry . growth packer . explorer . technology vy just seen this . my honest thoughts ? excuse is the brother of failure . justification is the sister of guilt . agree that weather conditions can be valid reasons but by permanently accepting something bit of wind and rain for absence wo ' increase the chances of filipinos being considered by hiring managers . it also does it help to qualify for higher salaries . do it get me wrong believe in the power and ability of filipino staff but at the end of the day it ' what we call business and risk management is part of it . 3 kristiana rule and + follow content strategy consultant for growing bob bands and ~ dad-@ remote employers when your filipino staff calls in to say they ca ' work because of the weather they most ly mean it . .more himawarti-9 band 13 brightness temperature mind -02.c + max to center 22.c + 130 it 934 mb of:z new 16 2024 super typhoid man cyclotiews.com te ill he 2 he upatewnnl is 7 ut pay = 4 ad by see tea oe oo is 4 . wa fo . sa a ness ~ 4 4 . sub 4 . isgveh god we ne seen ne se 18 are . th > . 5 oh 2 . a 4 of be use is he te sit to come call oe wet . ve pe by oe his fe = by + in es am vie ll ~ yale se he ah er he = go die ex 2 were of fe ye al pe by red 9 se been re 3 we rage as . bed he may ! pa to es to he de by on san in ly a gr ff + . in the 7 rich + = he he of sa are . fe ly of . ar i ion care a he 7 am ll leave your thoughts here ® ®,0.39585085506027473,0.3333333333333333,0.0,0.09090909090909091,0.1111111111111111,0.0,0.6666666666666666,0.5456026058631922,0.2835054152952209,0.3469387755102041,0.3170731707317073,0.2641509433962264,0.0,0.0,0.2,0.0,0.0,0.25,0.6666666666666666,0.0,0.7272727272727273,0.42857142857142855,0.0,0.0,1.0,0.3519191919191919,0.46304450757575755,False,False,0.9999999999999999
this labor day visit the 1998 classic you 've got mail > dating disrupted tom hands and meg ran meet online > window of opportunity this was time when people were excited to get email . > but business as usual delicious irony neither big box tom and india meg look for customers online . > the real shop around the corner was amazon and below was ' coming for just barges noble but for every other retailer too today you 've got gen al > analysis disrupted co pilot chat interface pop up left and right > business intelligence as usual combine dashboard continue to bob endless adrift downstream of data lakes > window of opportunity business users are ready and adapt analytical tools into their workflows . in the deep learning al boom adoption was limited to super needy data scientists . almost everyone has at least tried some version of gen al cooling . > the al around the corner deliver more applications not just reports or chat interface to business users that are part of their operational workflow meg tom ' characters met through innovation and effort > anonymous in chatrov likes that did ' age well ! > moved their conversation to email contrast with > email their existing customers low effort > no anonymous anything in chatrov we could > talk to internal business customers > build applications they actually need maybe it ' co pilot maybe it ' not,0.36697504906083545,0.0,0.0,0.09090909090909091,0.0,0.0,0.2857142857142857,0.38436482084690554,0.5376680212566426,0.2857142857142857,0.2926829268292683,0.4528301886792453,0.0,0.0,0.0,0.25,0.1829268292682927,0.25,0.16666666666666666,0.0,0.35064935064935066,0.14285714285714285,0.0,0.0,1.0,0.4268690040118611,0.39937641723356015,False,False,0.26416308101074987
"is my wife of 12 years asked me for divorce this morning . these past few years have been really tough financially and she can no longer bear the burden . am okay with the decision . have ' been able to consistently keep up my end of the bargain and ca ' blame her . could have prevented it ? maybe . did do everything in my power to make things work ? do ' know . why am sharing this on linked ? lay off and terminations are not just paycheck tillers . families are affected mental health is affected and of course the finances are as well . do ' want empty sympathy or messages telling me that will be ok . maybe my situation will spread some awareness to always do more than you think you are doing the economy is ' well but you can always keep trying to do the right thing have the tough conversations before it ' too late and yes it is your fault . do more do better be better . ovo 1,382 273 19",0.23633305298570229,0.0,0.0,0.0,0.3333333333333333,0.0,0.38095238095238093,0.28501628664495116,0.3968456757643595,0.24489795918367346,0.12682926829268293,0.24528301886792453,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.27272727272727276,0.0,0.0,0.0,1.0,0.4327046374105198,0.4545518207282913,False,False,0.24386549383319006
11:23 all = 1 piemleeri . and $ + agricultural business - dear parents please do ' marry your daughter to man who can not afford decent lifestyle for himself and also your daughter . sooner or later economical crisis will become the reason for their daily fights . we . / = 4 . a . few \3 = 2 ye she ne 4 4 4 a a by ti es he as a . at co he is she pus see . eye 0 us les by . = si . fuss seal co 237 88 8 is 1 4 ®,0.09980375665825623,0.16666666666666666,0.0,0.0,0.0,0.0,0.21428571428571427,0.15146579804560262,0.32706325799276037,0.061224489795918366,0.06829268292682926,0.11320754716981132,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.28571428571428575,0.0,0.0,1.0,1.0,0.3785982905982906,0.33333333333333337,False,False,0.4395512345336409
nick her rd+ + follow buy real estate and start business . owner gave talk to 300 college students at unit of georgia today . my 4 main points 1 do ' gape and stop smoking weed . it 'll crush your energy and ambition the only two things you have going for you . 2 do ' become doctor or lawyer . you 're too ly to end up unhealthy unhappy divorced and rich . 3 entrepreneurship is ' about new ideas . do it follow your passion . do common things uncommonly well . 4 get married young and have more kiss than you can afford . 5 life is sales . learn to sell or do ' expect to earn real money . 6 start small . trade your time for money . passive income is myth in your was . 7 decision making is muscle . the only way to get better is to lift the weight . books are ' the answer . 8) you get to choose your competition in life . silicon valley is electing to play basketball against lesion james . sweat status are playing basketball against th grade girl . the choice is yours . 9 look down the hall . what does it look to win the game you are about to play ? what does your boss look ? are they happy ? that is where you are headed . 10 do ' date an emotional abuses . 30 of humans try to get what they want by manipulation other people . if you are stuck in relationship with one of these people it is death sentence . have the courage to get out . okay few more than 4 . no eye = . ~ 2 as ®,0.3742640874684609,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.7857142857142857,0.4723127035830619,0.4015363064555999,0.44897959183673464,0.28780487804878047,0.43396226415094336,0.0,0.0,0.2,0.0,0.0,0.0,0.38888888888888884,0.0,0.6103896103896105,0.5714285714285714,0.0,0.0,1.0,0.4419875281413743,0.5577602952602954,False,False,0.9785104165649565
"> james parry 7 and + follow adventure capitalist sailor want to dy oh 2 do ' want to spend $ 5,000 on an ice bath ? clean out yard waste bin and freeze some water bottles . you 'll feel million bucks when you get out of the frigid water . rubber lucky optional . is ly lea w ll val ne we a sons ti a an no wig w 64 a 8 we the th his bc an 1 oe say see oh he 7 he a fee me 7 see cy in ha ay by = by te by wet de due oe s he 4 1 of he 4 of pg . ll se ma fig = = . of in \ se el < op ! is ~~ we or . is - he a el < se a po be paper is tries 4 per es ®",0.13793103448275862,0.16666666666666666,0.0,0.09090909090909091,0.1111111111111111,0.0,0.2857142857142857,0.23452768729641693,0.13788683963738668,0.16326530612244897,0.09756097560975609,0.05660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.3055555555555555,0.0,0.3116883116883117,0.14285714285714285,0.0,0.0,1.0,0.27267399267399267,0.5297619047619048,False,False,0.4741322135535633
mark humphery venner pad ca + and finance academic ii angel investor ii board member + follow @ the seems university ve pay is to be cut . this is short sighted and frankly belief complete lack of understanding of co compensation . ' argue that university vs presidents are underpaid relative to private sector peers . moves to slash pay will harm performance by killing incentive . they will also reduce the quality of university leaders as high quality co level leaders will have many outside opportunities that pay more whether overseas or domestically . in short the government wants to benchmark ve pay to that of government- department heads . this is stupid . it would result in the cos of major enterprises being paid half what they are paid currently . this is well below the private sector . the idea that we should benchmark co salaries to government salaries smack of socialist stupidity . 'll also note that the proposed and 600k for university president is ridiculously low figure . it ' so low that it ' absurd . it is not even close to us benchmarks . the up benchmarks are not appropriate as up universities routine underperform us peers . university vice chancellor pay to mirror top public service jobs by natasha bit ®,0.3310905522848332,0.16666666666666666,0.0,0.0,0.0,0.0,0.33333333333333326,0.34201954397394135,0.5467333541731791,0.2755102040816326,0.2097560975609756,0.4528301886792453,0.0,0.0,0.2,0.0,0.0,0.0,0.2222222222222222,0.0,0.29870129870129875,0.14285714285714285,0.0,0.0,0.0,0.33519435154217764,0.39884057971014486,False,False,0.4286770971390107
goose full time 24 yes 1 mo goose email account user may 2015 present 9 yes 1 mo united states goose user may 2000 may 2015 15 yes 1 mo united kingdom,0.02607232968881413,0.0,0.0,0.0,0.0,0.0,0.0,0.035830618892508145,0.40799434605923035,0.01020408163265306,0.04390243902439025,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4584615384615385,0.275,False,False,0.11565697264007087
